arrival_rate,repeat_number,request_id,queueing_delay,generation_time,total_latency,batch_size,trigger_reason
1.0,5,r1.0-rep5-16,0.448580,1.867523,2.317847,4,size
1.0,5,r1.0-rep5-17,0.352932,1.867523,2.222199,4,size
1.0,5,r1.0-rep5-18,1.900040,2.157021,4.059428,3,timeout
1.0,5,r1.0-rep5-19,0.979666,2.157021,3.139054,3,timeout
1.0,5,r1.0-rep5-20,0.554183,2.157021,2.713571,3,timeout
1.0,5,r1.0-rep5-21,1.464340,2.106348,3.572652,2,timeout
1.0,5,r1.0-rep5-22,1.226532,2.106348,3.334844,2,timeout
1.0,5,r1.0-rep5-23,1.487205,2.010543,3.499208,2,timeout
1.0,5,r1.0-rep5-24,0.242207,2.010543,2.254210,2,timeout
1.0,5,r1.0-rep5-25,1.590385,1.984031,3.576007,4,size
1.0,5,r1.0-rep5-26,1.167749,1.984031,3.153371,4,size
1.0,5,r1.0-rep5-27,0.696570,1.984031,2.682192,4,size
1.0,5,r1.0-rep5-28,0.617158,1.984031,2.602780,4,size
1.0,5,r1.0-rep5-29,2.413416,1.864092,4.279143,4,size
1.0,5,r1.0-rep5-30,1.714722,1.864092,3.580449,4,size
1.0,5,r1.0-rep5-31,1.321785,1.864092,3.187513,4,size
1.0,5,r1.0-rep5-32,0.043676,1.864092,1.909404,4,size
1.0,5,r1.0-rep5-33,1.193169,2.278527,3.474624,3,timeout
1.0,5,r1.0-rep5-34,0.942522,2.278527,3.223977,3,timeout
1.0,5,r1.0-rep5-35,0.465225,2.278527,2.746680,3,timeout
1.0,5,r1.0-rep5-36,2.098128,2.196769,4.296923,4,size
1.0,5,r1.0-rep5-37,1.746882,2.196769,3.945677,4,size
1.0,5,r1.0-rep5-38,1.421344,2.196769,3.620139,4,size
1.0,5,r1.0-rep5-39,0.533569,2.196769,2.732364,4,size
1.0,5,r1.0-rep5-40,2.424248,1.773730,4.199519,2,timeout
1.0,5,r1.0-rep5-41,1.079347,1.773730,2.854617,2,timeout
1.0,5,r1.0-rep5-42,1.466604,1.956681,3.424974,3,timeout
1.0,5,r1.0-rep5-43,0.366501,1.956681,2.324872,3,timeout
1.0,5,r1.0-rep5-44,0.278572,1.956681,2.236943,3,timeout
1.0,5,r1.0-rep5-45,1.089539,1.581835,2.672516,1,timeout
1.0,5,r1.0-rep5-46,1.316493,1.999456,3.317809,2,timeout
1.0,5,r1.0-rep5-47,0.188435,1.999456,2.189752,2,timeout
1.0,5,r1.0-rep5-48,1.910848,2.238235,4.151134,4,size
1.0,5,r1.0-rep5-49,1.589286,2.238235,3.829572,4,size
1.0,5,r1.0-rep5-50,1.414433,2.238235,3.654719,4,size
1.0,5,r1.0-rep5-51,1.052371,2.238235,3.292657,4,size
1.0,5,r1.0-rep5-52,3.260965,1.906847,5.169408,3,timeout
1.0,5,r1.0-rep5-53,3.087344,1.906847,4.995787,3,timeout
1.0,5,r1.0-rep5-54,1.779919,1.906847,3.688361,3,timeout
1.0,5,r1.0-rep5-55,0.206301,1.769370,1.977275,1,timeout
1.0,5,r1.0-rep5-56,1.415766,2.358534,3.776449,4,size
1.0,5,r1.0-rep5-57,1.126354,2.358534,3.487037,4,size
1.0,5,r1.0-rep5-58,0.717203,2.358534,3.077886,4,size
1.0,5,r1.0-rep5-59,0.352840,2.358534,2.713523,4,size
1.0,5,r1.0-rep5-60,2.570449,2.135601,4.708076,3,timeout
1.0,5,r1.0-rep5-61,1.473551,2.135601,3.611179,3,timeout
1.0,5,r1.0-rep5-62,0.090020,2.135601,2.227648,3,timeout
1.0,5,r1.0-rep5-63,0.702659,1.800210,2.504883,1,timeout
1.0,5,r1.0-rep5-64,0.205170,1.683099,1.890208,1,timeout
1.5,1,r1.5-rep1-1,0.208501,2.012012,2.221938,1,timeout
1.5,1,r1.5-rep1-2,0.662659,1.460189,2.123952,1,timeout
1.5,1,r1.5-rep1-3,0.532174,1.850365,2.384647,3,timeout
1.5,1,r1.5-rep1-4,0.341136,1.850365,2.193609,3,timeout
1.5,1,r1.5-rep1-5,0.277328,1.850365,2.129801,3,timeout
1.5,1,r1.5-rep1-6,1.157532,2.091697,3.250838,2,timeout
1.5,1,r1.5-rep1-7,0.214795,2.091697,2.308100,2,timeout
1.5,1,r1.5-rep1-8,0.207454,1.986912,2.197126,2,timeout
1.5,1,r1.5-rep1-9,0.144630,1.986912,2.134303,2,timeout
1.5,1,r1.5-rep1-10,1.433315,2.206062,3.642201,3,timeout
1.5,1,r1.5-rep1-11,1.385507,2.206062,3.594392,3,timeout
1.5,1,r1.5-rep1-12,0.660624,2.206062,2.869509,3,timeout
1.5,1,r1.5-rep1-13,1.722883,1.966222,3.691162,4,size
1.5,1,r1.5-rep1-14,1.461263,1.966222,3.429543,4,size
1.5,1,r1.5-rep1-15,0.632494,1.966222,2.600773,4,size
1.5,1,r1.5-rep1-16,0.523380,1.966222,2.491659,4,size
1.5,1,r1.5-rep1-17,2.428983,1.867559,4.298422,4,size
1.5,1,r1.5-rep1-18,2.199489,1.867559,4.068927,4,size
1.5,1,r1.5-rep1-19,1.602697,1.867559,3.472136,4,size
1.5,1,r1.5-rep1-20,1.305852,1.867559,3.175290,4,size
1.5,1,r1.5-rep1-21,2.342560,2.449570,4.794318,4,size
1.5,1,r1.5-rep1-22,2.185285,2.449570,4.637043,4,size
1.5,1,r1.5-rep1-23,0.946382,2.449570,3.398140,4,size
1.5,1,r1.5-rep1-24,0.123387,2.449570,2.575145,4,size
1.5,1,r1.5-rep1-25,2.136609,1.842125,3.980535,4,size
1.5,1,r1.5-rep1-26,1.856716,1.842125,3.700641,4,size
1.5,1,r1.5-rep1-27,1.543662,1.842125,3.387587,4,size
1.5,1,r1.5-rep1-28,1.481687,1.842125,3.325613,4,size
1.5,1,r1.5-rep1-29,3.203019,1.873123,5.078505,4,size
1.5,1,r1.5-rep1-30,2.745673,1.873123,4.621159,4,size
1.5,1,r1.5-rep1-31,2.485195,1.873123,4.360681,4,size
1.5,1,r1.5-rep1-32,1.631076,1.873123,3.506562,4,size
1.5,1,r1.5-rep1-33,3.032272,2.358890,5.393417,4,size
1.5,1,r1.5-rep1-34,2.861912,2.358890,5.223056,4,size
1.5,1,r1.5-rep1-35,2.545563,2.358890,4.906707,4,size
1.5,1,r1.5-rep1-36,2.103189,2.358890,4.464333,4,size
1.5,1,r1.5-rep1-37,4.237782,1.785806,6.025473,4,size
1.5,1,r1.5-rep1-38,4.009378,1.785806,5.797069,4,size
1.5,1,r1.5-rep1-39,3.408113,1.785806,5.195804,4,size
1.5,1,r1.5-rep1-40,3.207893,1.785806,4.995584,4,size
1.5,1,r1.5-rep1-41,4.104027,2.001156,6.108783,4,size
1.5,1,r1.5-rep1-42,3.179252,2.001156,5.184008,4,size
1.5,1,r1.5-rep1-43,2.450255,2.001156,4.455011,4,size
1.5,1,r1.5-rep1-44,2.391472,2.001156,4.396228,4,size
1.5,1,r1.5-rep1-45,3.630410,2.372978,6.005946,4,size
1.5,1,r1.5-rep1-46,2.731400,2.372978,5.106936,4,size
1.5,1,r1.5-rep1-47,1.976329,2.372978,4.351865,4,size
1.5,1,r1.5-rep1-48,1.786483,2.372978,4.162018,4,size
1.5,1,r1.5-rep1-49,3.944643,1.838043,5.784512,4,size
1.5,1,r1.5-rep1-50,3.834379,1.838043,5.674247,4,size
1.5,1,r1.5-rep1-51,3.596835,1.838043,5.436704,4,size
1.5,1,r1.5-rep1-52,3.568013,1.838043,5.407881,4,size
1.5,1,r1.5-rep1-53,5.295700,1.945248,7.242687,4,size
1.5,1,r1.5-rep1-54,4.406474,1.945248,6.353461,4,size
1.5,1,r1.5-rep1-55,1.729297,1.945248,3.676284,4,size
1.5,1,r1.5-rep1-56,1.350288,1.945248,3.297276,4,size
1.5,1,r1.5-rep1-57,3.094761,2.349437,5.446335,4,size
1.5,1,r1.5-rep1-58,2.825078,2.349437,5.176652,4,size
1.5,1,r1.5-rep1-59,2.576188,2.349437,4.927762,4,size
1.5,1,r1.5-rep1-60,2.481291,2.349437,4.832865,4,size
1.5,1,r1.5-rep1-61,4.085806,1.911040,5.998507,3,timeout
1.5,1,r1.5-rep1-62,3.163306,1.911040,5.076007,3,timeout
1.5,1,r1.5-rep1-63,2.153844,1.911040,4.066545,3,timeout
1.5,1,r1.5-rep1-64,0.528193,1.453460,1.982708,1,timeout
1.5,1,r1.5-rep1-65,0.579391,1.505483,2.086439,1,timeout
1.5,1,r1.5-rep1-66,0.998503,1.964460,2.964627,2,timeout
1.5,1,r1.5-rep1-67,0.293407,1.964460,2.259531,2,timeout
1.5,1,r1.5-rep1-68,1.864753,2.365841,4.232694,4,size
1.5,1,r1.5-rep1-69,1.833042,2.365841,4.200983,4,size
1.5,1,r1.5-rep1-70,1.189027,2.365841,3.556968,4,size
1.5,1,r1.5-rep1-71,0.774037,2.365841,3.141978,4,size
1.5,2,r1.5-rep2-1,0.207406,1.755656,1.964647,1,timeout
1.5,2,r1.5-rep2-2,0.395263,1.439567,1.835888,1,timeout
1.5,2,r1.5-rep2-3,0.244731,1.741381,1.988072,2,timeout
1.5,2,r1.5-rep2-4,0.043237,1.741381,1.786577,2,timeout
1.5,2,r1.5-rep2-5,1.723485,2.132323,3.857380,2,timeout
1.5,2,r1.5-rep2-6,0.747801,2.132323,2.881695,2,timeout
1.5,2,r1.5-rep2-7,1.934027,1.438705,3.373851,1,timeout
1.5,2,r1.5-rep2-8,1.281540,2.387120,3.671088,4,size
1.5,2,r1.5-rep2-9,1.218994,2.387120,3.608543,4,size
1.5,2,r1.5-rep2-10,0.511914,2.387120,2.901462,4,size
1.5,2,r1.5-rep2-11,0.464206,2.387120,2.853755,4,size
1.5,2,r1.5-rep2-12,2.127538,2.072327,4.201965,3,timeout
1.5,2,r1.5-rep2-13,0.960624,2.072327,3.035051,3,timeout
1.5,2,r1.5-rep2-14,0.697124,2.072327,2.771551,3,timeout
1.5,2,r1.5-rep2-15,1.953540,1.865173,3.820483,4,size
1.5,2,r1.5-rep2-16,1.842958,1.865173,3.709901,4,size
1.5,2,r1.5-rep2-17,1.768090,1.865173,3.635034,4,size
1.5,2,r1.5-rep2-18,1.545003,1.865173,3.411946,4,size
1.5,2,r1.5-rep2-19,2.804734,2.432732,5.239635,4,size
1.5,2,r1.5-rep2-20,2.515407,2.432732,4.950309,4,size
1.5,2,r1.5-rep2-21,1.678583,2.432732,4.113484,4,size
1.5,2,r1.5-rep2-22,1.522970,2.432732,3.957871,4,size
1.5,2,r1.5-rep2-23,2.708682,2.182584,4.893297,4,size
1.5,2,r1.5-rep2-24,1.872630,2.182584,4.057245,4,size
1.5,2,r1.5-rep2-25,1.433436,2.182584,3.618051,4,size
1.5,2,r1.5-rep2-26,1.148899,2.182584,3.333514,4,size
1.5,2,r1.5-rep2-27,3.017415,1.944914,4.964380,4,size
1.5,2,r1.5-rep2-28,2.953943,1.944914,4.900908,4,size
1.5,2,r1.5-rep2-29,2.827474,1.944914,4.774439,4,size
1.5,2,r1.5-rep2-30,2.361406,1.944914,4.308370,4,size
1.5,2,r1.5-rep2-31,4.039134,2.379954,6.421153,4,size
1.5,2,r1.5-rep2-32,3.192139,2.379954,5.574159,4,size
1.5,2,r1.5-rep2-33,2.705310,2.379954,5.087329,4,size
1.5,2,r1.5-rep2-34,2.531904,2.379954,4.913924,4,size
1.5,2,r1.5-rep2-35,4.599551,2.201861,6.804352,4,size
1.5,2,r1.5-rep2-36,4.159445,2.201861,6.364247,4,size
1.5,2,r1.5-rep2-37,3.922005,2.201861,6.126806,4,size
1.5,2,r1.5-rep2-38,3.703550,2.201861,5.908352,4,size
1.5,2,r1.5-rep2-39,5.311601,2.031877,7.345872,4,size
1.5,2,r1.5-rep2-40,5.105746,2.031877,7.140017,4,size
1.5,2,r1.5-rep2-41,4.210078,2.031877,6.244350,4,size
1.5,2,r1.5-rep2-42,3.279179,2.031877,5.313451,4,size
1.5,2,r1.5-rep2-43,4.579613,2.402037,6.983873,4,size
1.5,2,r1.5-rep2-44,4.515937,2.402037,6.920198,4,size
1.5,2,r1.5-rep2-45,3.761916,2.402037,6.166177,4,size
1.5,2,r1.5-rep2-46,2.848046,2.402037,5.252307,4,size
1.5,2,r1.5-rep2-47,4.499494,2.290007,6.791502,4,size
1.5,2,r1.5-rep2-48,4.291383,2.290007,6.583391,4,size
1.5,2,r1.5-rep2-49,4.070171,2.290007,6.362179,4,size
1.5,2,r1.5-rep2-50,3.959040,2.290007,6.251048,4,size
1.5,2,r1.5-rep2-51,6.002158,1.868283,7.872243,4,size
1.5,2,r1.5-rep2-52,5.986326,1.868283,7.856411,4,size
1.5,2,r1.5-rep2-53,5.858926,1.868283,7.729011,4,size
1.5,2,r1.5-rep2-54,4.975595,1.868283,6.845679,4,size
1.5,2,r1.5-rep2-55,4.167913,2.438101,6.608031,4,size
1.5,2,r1.5-rep2-56,3.786270,2.438101,6.226388,4,size
1.5,2,r1.5-rep2-57,3.587610,2.438101,6.027728,4,size
1.5,2,r1.5-rep2-58,3.307983,2.438101,5.748101,4,size
1.5,2,r1.5-rep2-59,5.496003,2.195427,7.693249,4,size
1.5,2,r1.5-rep2-60,5.407962,2.195427,7.605208,4,size
1.5,2,r1.5-rep2-61,4.684416,2.195427,6.881663,4,size
1.5,2,r1.5-rep2-62,3.770535,2.195427,5.967781,4,size
1.5,2,r1.5-rep2-63,4.960461,1.934651,6.896743,3,timeout
1.5,2,r1.5-rep2-64,1.418404,1.934651,3.354686,3,timeout
1.5,2,r1.5-rep2-65,0.002072,1.934651,1.938354,3,timeout
1.5,2,r1.5-rep2-66,0.828572,1.948419,2.778612,2,timeout
1.5,2,r1.5-rep2-67,0.119434,1.948419,2.069474,2,timeout
1.5,2,r1.5-rep2-68,1.672192,2.351486,4.025866,4,size
1.5,2,r1.5-rep2-69,1.640900,2.351486,3.994574,4,size
1.5,2,r1.5-rep2-70,0.989581,2.351486,3.343255,4,size
1.5,2,r1.5-rep2-71,0.565919,2.351486,2.919593,4,size
1.5,3,r1.5-rep3-1,0.204584,1.507362,1.713186,1,timeout
1.5,3,r1.5-rep3-2,0.207674,1.457358,1.666357,1,timeout
1.5,3,r1.5-rep3-3,0.200028,1.952725,2.154756,2,timeout
1.5,3,r1.5-rep3-4,0.008988,1.952725,1.963716,2,timeout
1.5,3,r1.5-rep3-5,1.916277,2.192595,4.110814,2,timeout
1.5,3,r1.5-rep3-6,0.943759,2.192595,3.138296,2,timeout
1.5,3,r1.5-rep3-7,2.194934,2.183280,4.380159,3,timeout
1.5,3,r1.5-rep3-8,0.116853,2.183280,2.302077,3,timeout
1.5,3,r1.5-rep3-9,0.060326,2.183280,2.245551,3,timeout
1.5,3,r1.5-rep3-10,1.535251,2.184721,3.721920,3,timeout
1.5,3,r1.5-rep3-11,1.487110,2.184721,3.673779,3,timeout
1.5,3,r1.5-rep3-12,0.744170,2.184721,2.930839,3,timeout
1.5,3,r1.5-rep3-13,1.771831,1.790259,3.563841,4,size
1.5,3,r1.5-rep3-14,1.511907,1.790259,3.303917,4,size
1.5,3,r1.5-rep3-15,0.677198,1.790259,2.469209,4,size
1.5,3,r1.5-rep3-16,0.565763,1.790259,2.357773,4,size
1.5,3,r1.5-rep3-17,2.295077,1.962316,4.259294,4,size
1.5,3,r1.5-rep3-18,2.072137,1.962316,4.036354,4,size
1.5,3,r1.5-rep3-19,1.463933,1.962316,3.428149,4,size
1.5,3,r1.5-rep3-20,1.194099,1.962316,3.158315,4,size
1.5,3,r1.5-rep3-21,2.325259,2.392195,4.719830,4,size
1.5,3,r1.5-rep3-22,2.166263,2.392195,4.560835,4,size
1.5,3,r1.5-rep3-23,0.940835,2.392195,3.335407,4,size
1.5,3,r1.5-rep3-24,0.106668,2.392195,2.501240,4,size
1.5,3,r1.5-rep3-25,2.052662,1.816453,3.870956,4,size
1.5,3,r1.5-rep3-26,1.768121,1.816453,3.586414,4,size
1.5,3,r1.5-rep3-27,1.457601,1.816453,3.275895,4,size
1.5,3,r1.5-rep3-28,1.394073,1.816453,3.212366,4,size
1.5,3,r1.5-rep3-29,3.085600,1.957931,5.045316,4,size
1.5,3,r1.5-rep3-30,2.618536,1.957931,4.578251,4,size
1.5,3,r1.5-rep3-31,2.341958,1.957931,4.301673,4,size
1.5,3,r1.5-rep3-32,1.489683,1.957931,3.449398,4,size
1.5,3,r1.5-rep3-33,2.964161,2.346335,5.312522,4,size
1.5,3,r1.5-rep3-34,2.805059,2.346335,5.153420,4,size
1.5,3,r1.5-rep3-35,2.491937,2.346335,4.840297,4,size
1.5,3,r1.5-rep3-36,2.065232,2.346335,4.413592,4,size
1.5,3,r1.5-rep3-37,4.182519,1.962868,6.147020,4,size
1.5,3,r1.5-rep3-38,3.959589,1.962868,5.924091,4,size
1.5,3,r1.5-rep3-39,3.368912,1.962868,5.333414,4,size
1.5,3,r1.5-rep3-40,3.168780,1.962868,5.133282,4,size
1.5,3,r1.5-rep3-41,4.228576,2.119494,6.350081,4,size
1.5,3,r1.5-rep3-42,3.303309,2.119494,5.424814,4,size
1.5,3,r1.5-rep3-43,2.560766,2.119494,4.682271,4,size
1.5,3,r1.5-rep3-44,2.497005,2.119494,4.618510,4,size
1.5,3,r1.5-rep3-45,3.851446,2.614457,6.468674,4,size
1.5,3,r1.5-rep3-46,2.935185,2.614457,5.552413,4,size
1.5,3,r1.5-rep3-47,2.172527,2.614457,4.789755,4,size
1.5,3,r1.5-rep3-48,1.984261,2.614457,4.601489,4,size
1.5,3,r1.5-rep3-49,4.382243,2.463190,6.848045,4,size
1.5,3,r1.5-rep3-50,4.256716,2.463190,6.722518,4,size
1.5,3,r1.5-rep3-51,4.007880,2.463190,6.473682,4,size
1.5,3,r1.5-rep3-52,3.992083,2.463190,6.457885,4,size
1.5,3,r1.5-rep3-53,6.336240,2.507061,8.846237,4,size
1.5,3,r1.5-rep3-54,5.454863,2.507061,7.964859,4,size
1.5,3,r1.5-rep3-55,2.807921,2.507061,5.317917,4,size
1.5,3,r1.5-rep3-56,2.412951,2.507061,4.922948,4,size
1.5,3,r1.5-rep3-57,4.725695,2.589846,7.318115,4,size
1.5,3,r1.5-rep3-58,4.456665,2.589846,7.049085,4,size
1.5,3,r1.5-rep3-59,4.202388,2.589846,6.794807,4,size
1.5,3,r1.5-rep3-60,4.108464,2.589846,6.700884,4,size
1.5,3,r1.5-rep3-61,5.977884,1.818462,7.798771,4,size
1.5,3,r1.5-rep3-62,5.061350,1.818462,6.882237,4,size
1.5,3,r1.5-rep3-63,4.051022,1.818462,5.871909,4,size
1.5,3,r1.5-rep3-64,0.498287,1.818462,2.319174,4,size
1.5,3,r1.5-rep3-65,0.911769,2.418822,3.331728,1,timeout
1.5,3,r1.5-rep3-66,2.241986,2.353710,4.597787,4,size
1.5,3,r1.5-rep3-67,1.536526,2.353710,3.892328,4,size
1.5,3,r1.5-rep3-68,1.136281,2.353710,3.492082,4,size
1.5,3,r1.5-rep3-69,1.105044,2.353710,3.460845,4,size
1.5,3,r1.5-rep3-70,2.814432,2.095614,4.912221,2,timeout
1.5,3,r1.5-rep3-71,2.385248,2.095614,4.483037,2,timeout
